Publication Type,Authors,Book Authors,Book Editors,Book Group Authors,Author Full Names,Book Author Full Names,Group Authors,Article Title,Source Title,Book Series Title,Book Series Subtitle,Language,Document Type,Conference Title,Conference Date,Conference Location,Conference Sponsor,Conference Host,Author Keywords,Keywords Plus,Abstract,Addresses,Affiliations,Reprint Addresses,Email Addresses,Researcher Ids,ORCIDs,Funding Orgs,Funding Name Preferred,Funding Text,Cited References,Cited Reference Count,"Times Cited, WoS Core","Times Cited, All Databases",180 Day Usage Count,Since 2013 Usage Count,Publisher,Publisher City,Publisher Address,ISSN,eISSN,ISBN,Journal Abbreviation,Journal ISO Abbreviation,Publication Date,Publication Year,Volume,Issue,Part Number,Supplement,Special Issue,Meeting Abstract,Start Page,End Page,Article Number,DOI,DOI Link,Book DOI,Early Access Date,Number of Pages,WoS Categories,Web of Science Index,Research Areas,IDS Number,Pubmed Id,Open Access Designations,Highly Cited Status,Hot Paper Status,Date of Export,UT (Unique WOS ID),Web of Science Record
J,"Reis, MI; Gonçalves, JNC; Cortez, P; Carvalho, MS; Fernandes, JM",,,,"Reis, Marcelo I.; Goncalves, Joao N. C.; Cortez, Paulo; Carvalho, M. Sameiro; Fernandes, Joao M.",,,A context-aware decision support system for selecting explainable artificial intelligence methods in business organizations,COMPUTERS IN INDUSTRY,,,,Article,,,,,,,,"Explainable Artificial Intelligence (XAI) methods are valuable tools for promoting understanding, trust, efficient use of Artificial Intelligence (AI) systems in business organizations. However, the question of how organizations should select suitable XAI methods fora given task and business context remains a challenge, particularly when the number of methods available in the literature continues to increase. Here, we propose a context-aware decision support system (DSS) to select, from a given set of XAI methods, those with higher suitability to the needs of stakeholders operating in a given AI-based business problem. By including the human in-the-loop, our DSS comprises an application-grounded analytical metric designed to facilitate the selection XAI methods that align with the business stakeholders' desiderata and promote a deeper understanding of results generated by a given machine learning model. The proposed system was tested on areal supply chain demand problem, using real data and real users. The results provide evidence on the usefulness of our metric in selecting XAI methods based on the feedback and analytical maturity of stakeholders from the deployment context. We believe that our DSS is sufficiently flexible and understandable to be applied in a variety business contexts, with stakeholders with varying degrees of AI literacy.","[Reis, Marcelo I.; Cortez, Paulo] Univ Minho, Dept Informat Syst, ALGORITMI LASI, Guimaraes, Portugal; [Reis, Marcelo I.] Univ Catolica Salvador, Salvador, Brazil; [Goncalves, Joao N. C.] Univ Catolica Portuguesa, CEGE Res Ctr Management & Econ, Porto, Portugal; [Carvalho, M. Sameiro] Univ Minho, ALGORITMI LASI, Dept Prod & Syst, Braga, Portugal; [Fernandes, Joao M.] Univ Minho, ALGORITMI, Braga, Portugal; [Fernandes, Joao M.] Univ Minho, CCG ZGDV Inst, Dept Informat, Braga, Portugal",,"Reis, MI (corresponding author), Univ Catolica Salvador, Salvador, Brazil.",mindior@gmail.com; jngoncalves@ucp.pt; pcortez@dsi.uminho.pt; sameiro@dps.uminho.pt; jmf@di.uminho.pt,,,,,,,,0,0,,,,,,,,,,,FEB,2025,165,,,,,,,,104233,10.1016/j.compind.2024.104233,http://dx.doi.org/10.1016/j.compind.2024.104233,,DEC 2024,,,,,,,,,,2025-05-29,WOS:001401385700001,View Full Record in Web of Science
J,"Vouros, GA",,,,"Vouros, George A.",,,Explainable Deep Reinforcement Learning: State of the Art and Challenges,ACM COMPUTING SURVEYS,,,,Article,,,,,,,,"Interpretability, explainability, and transparency are key issues to introducing artificial intelligence methods in many critical domains. This is important due to ethical concerns and trust issues strongly connected to reliability, robustness, auditability, and fairness, and has important consequences toward keeping the human in the loop in high levels of automation, especially in critical cases for decision making, where both (human and the machine) play important roles. Although the research community has given much attention to explainability of closed (or black) prediction boxes, there are tremendous needs for explainability of closed-box methods that support agents to act autonomously in the real world. Reinforcement learning methods, and especially their deep versions, are such closed-box methods. In this article, we aim to provide a review of state-of-the-art methods for explainable deep reinforcement learning methods, taking also into account the needs of human operators-that is, of those who make the actual and critical decisions in solving real-world problems. We provide a formal specification of the deep reinforcement learning explainability problems, and we identify the necessary components of a general explainable reinforcement learning framework. Based on these, we provide a comprehensive review of state-of-the-art methods, categorizing them into classes according to the paradigm they follow, the interpretable models they use, and the surface representation of explanations provided. The article concludes by identifying open questions and important challenges.","[Vouros, George A.] Univ Piraeus, Gr Lambraki 126, Piraeus, Greece",,"Vouros, GA (corresponding author), Univ Piraeus, Gr Lambraki 126, Piraeus, Greece.",georgev@unipi.gr,,,,,,,,55,56,,,,,,,,,,,JUN,2023,55,5,,,,,,,92,10.1145/3527448,http://dx.doi.org/10.1145/3527448,,,,,,,,,,,,2025-05-29,WOS:000892356400006,View Full Record in Web of Science
J,"Neupane, S; Ables, J; Anderson, W; Mittal, S; Rahimi, S; Banicescu, I; Seale, M",,,,"Neupane, Subash; Ables, Jesse; Anderson, William; Mittal, Sudip; Rahimi, Shahram; Banicescu, Ioana; Seale, Maria",,,"Explainable Intrusion Detection Systems (X-IDS): A Survey of Current Methods, Challenges, and Opportunities",IEEE ACCESS,,,,Article,,,,,,,,"The application of Artificial Intelligence (AI) and Machine Learning (ML) to cybersecurity challenges has gained traction in industry and academia, partially as a result of widespread malware attacks on critical systems such as cloud infrastructures and government institutions. Intrusion Detection Systems (IDS), using some forms of AI, have received widespread adoption due to their ability to handle vast amounts of data with a high prediction accuracy. These systems are hosted in the organizational Cyber Security Operation Center (CSoC) as a defense tool to monitor and detect malicious network flow that would otherwise impact the Confidentiality, Integrity, and Availability (CIA). CSoC analysts rely on these systems to make decisions about the detected threats. However, IDSs designed using Deep Learning (DL) techniques are often treated as black box models and do not provide a justification for their predictions. This creates a barrier for CSoC analysts, as they are unable to improve their decisions based on the model's predictions. One solution to this problem is to design explainable IDS (X-IDS). This survey reviews the state-of-the-art in explainable AI (XAI) for IDS, its current challenges, and discusses how these challenges span to the design of an X-IDS. In particular, we discuss black box and white box approaches comprehensively. We also present the tradeoff between these approaches in terms of their performance and ability to produce explanations. Furthermore, we propose a generic architecture that considers human-in-the-loop which can be used as a guideline when designing an X-IDS. Research recommendations are given from three critical viewpoints: the need to define explainability for IDS, the need to create explanations tailored to various stakeholders, and the need to design metrics to evaluate explanations.","[Neupane, Subash; Ables, Jesse; Anderson, William; Mittal, Sudip; Rahimi, Shahram; Banicescu, Ioana] Mississippi State Univ, Dept Comp Sci & Engn, Mississippi State, MS 39762 USA; [Seale, Maria] US Army, Engineer Res & Dev Ctr, Vicksburg, MS 39180 USA",,"Neupane, S (corresponding author), Mississippi State Univ, Dept Comp Sci & Engn, Mississippi State, MS 39762 USA.",sn922@msstate.edu,,,,,,,,58,59,,,,,,,,,,,,2022,10,,,,,,112392,112415,,10.1109/ACCESS.2022.3216617,http://dx.doi.org/10.1109/ACCESS.2022.3216617,,,,,,,,,,,,2025-05-29,WOS:000878113700001,View Full Record in Web of Science
J,"Sloane, M; Wüllhorst, E",,,,"Sloane, Mona; Wullhorst, Elena",,,"A systematic review of regulatory strategies and transparency mandates in AI regulation in Europe, the United States, and Canada",DATA & POLICY,,,,Article,,,,,,,,"In this paper, we provide a systematic review of existing artificial intelligence (AI) regulations in Europe, the United States, and Canada. We build on the qualitative analysis of 129 AI regulations (enacted and not enacted) to identify patterns in regulatory strategies and in AI transparency requirements. Based on the analysis of this sample, we suggest that there are three main regulatory strategies for AI: AI-focused overhauls of existing regulation, the introduction of novel AI regulation, and the omnibus approach. We argue that although these types emerge as distinct strategies, their boundaries are porous as the AI regulation landscape is rapidly evolving. We find that across our sample, AI transparency is effectively treated as a central mechanism for meaningful mitigation of potential AI harms. We therefore focus on AI transparency mandates in our analysis and identify six AI transparency patterns: human in the loop, assessments, audits, disclosures, inventories, and red teaming. We contend that this qualitative analysis of AI regulations and AI transparency patterns provides a much needed bridge between the policy discourse on AI, which is all too often bound up in very detailed legal discussions and applied sociotechnical research on AI fairness, accountability, and transparency.","[Sloane, Mona] Univ Virginia, Sch Data Sci, Charlottesville, VA 22904 USA; [Sloane, Mona] Univ Virginia, Dept Media Studies, Charlottesville, VA 22904 USA; [Wullhorst, Elena] Kings Coll London, London, England",,"Sloane, M (corresponding author), Univ Virginia, Sch Data Sci, Charlottesville, VA 22904 USA.;Sloane, M (corresponding author), Univ Virginia, Dept Media Studies, Charlottesville, VA 22904 USA.",mona.sloane@virginia.edu,,,,,,,,1,1,,,,,,,,,,,,2025,7,,,,,,,,,10.1017/dap.2024.54,http://dx.doi.org/10.1017/dap.2024.54,,,,,,,,,,,,2025-05-29,WOS:001415584500004,View Full Record in Web of Science
J,"Wood, NG",,,,"Wood, Nathan Gabriel",,,Explainable AI in the military domain,ETHICS AND INFORMATION TECHNOLOGY,,,,Article,,,,,,,,"Artificial intelligence (AI) has become nearly ubiquitous in modern society, from components of mobile applications to medical support systems, and everything in between. In societally impactful systems imbued with AI, there has been increasing concern related to opaque AI, that is, artificial intelligence where it is unclear how or why certain decisions are reached. This has led to a recent boom in research on explainable AI (XAI), or approaches to making AI more explainable and understandable to human users. In the military domain, numerous bodies have argued that autonomous and AI-enabled weapon systems ought not incorporate unexplainable AI, with the International Committee of the Red Cross and the United States Department of Defense both explicitly including explainability as a relevant factor in the development and use of such systems. In this article, I present a cautiously critical assessment of this view, arguing that explainability will be irrelevant for many current and near-future autonomous systems in the military (which do not incorporate any AI), that it will be trivially incorporated into most military systems which do possess AI (as these generally possess simpler AI systems), and that for those systems with genuinely opaque AI, explainability will prove to be of more limited value than one might imagine. In particular, I argue that explainability, while indeed a virtue in design, is a virtue aimed primarily at designers and troubleshooters of AI-enabled systems, but is far less relevant for users and handlers actually deploying these systems. I further argue that human-machine teaming is a far more important element of responsibly using AI for military purposes, adding that explainability may undermine efforts to improve human-machine teamings by creating a prima facie sense that the AI, due to its explainability, may be utilized with little (or less) potential for mistakes. I conclude by clarifying that the arguments are not against XAI in the military, but are instead intended as a caution against over-inflating the value of XAI in this domain, or ignoring the limitations and potential pitfalls of this approach.","[Wood, Nathan Gabriel] Czech Acad Sci, Inst Philosophy, Jilska 1, Prague, Czech Republic",,"Wood, NG (corresponding author), Czech Acad Sci, Inst Philosophy, Jilska 1, Prague, Czech Republic.",wood@flu.cas.cz,,,,,,,,1,1,,,,,,,,,,,JUN,2024,26,2,,,,,,,29,10.1007/s10676-024-09762-w,http://dx.doi.org/10.1007/s10676-024-09762-w,,,,,,,,,,,,2025-05-29,WOS:001203946100001,View Full Record in Web of Science
J,"Aloisi, C",,,,"Aloisi, Cesare",,,The future of standardised assessment: Validity and trust in algorithms for assessment and scoring,EUROPEAN JOURNAL OF EDUCATION,,,,Article,,,,,,,,"This article considers the challenges of using artificial intelligence (AI) and machine learning (ML) to assist high-stakes standardised assessment. It focuses on the detrimental effect that even state-of-the-art AI and ML systems could have on the validity of national exams of secondary education, and how lower validity would negatively affect trust in the system. To reach this conclusion, three unresolved issues in AI (unreliability, low explainability and bias) are addressed, to show how each of them would compromise the interpretations and uses of exam results (i.e., exam validity). Furthermore, the article relates validity to trust, and specifically to the ABI+ model of trust. Evidence gathered as part of exam validation supports each of the four trust-enabling components of the ABI+ model (ability, benevolence, integrity and predictability). It is argued, therefore, that the three AI barriers to exam validity limit the extent to which an AI-assisted exam system could be trusted. The article suggests that addressing the issues of AI unreliability, low explainability and bias should be sufficient to put AI-assisted exams on par with traditional ones, but might not go as far as fully reassure the public. To achieve this, it is argued that changes to the quality assurance mechanisms of the exam system will be required. This may involve, for example, integrating principled AI frameworks in assessment policy and regulation.","[Aloisi, Cesare] AQA, Manchester, England; [Aloisi, Cesare] AQA, Devas St, Manchester M15 6EX, England",,"Aloisi, C (corresponding author), AQA, Devas St, Manchester M15 6EX, England.",caloisi@aqa.org.uk,,,,,,,,13,14,,,,,,,,,,,MAR,2023,58,1,,,SI,,98,110,,10.1111/ejed.12542,http://dx.doi.org/10.1111/ejed.12542,,JAN 2023,,,,,,,,,,2025-05-29,WOS:000914686000001,View Full Record in Web of Science
J,"Bui, LV",,,,"Bui, Luong Vu",,,"Advancing patent law with generative AI: Human-in-the-loop systems for AI-assisted drafting, prior art search, and multimodal IP protection",WORLD PATENT INFORMATION,,,,Article,,,,,,,,"Generative AI and Large Language Models (LLMs) are transforming patent law by automating complex tasks that traditionally demand significant legal and technical expertise. This paper examines AI-assisted systems designed to enhance patent drafting, prior art searches, and multimodal intellectual property (IP) protection. Human-inthe-Loop (HITL) frameworks play a crucial role in ensuring that AI-generated outputs remain accurate, legally compliant, and ethically sound, augmenting human expertise rather than replacing it. We evaluate the applicability of LLMs such as GPT-4, Claude, and Gemini for patent-related tasks, highlighting their advantages and limitations. The study also explores critical challenges, including GDPR compliance, issues of interpretability, and the impact of outdated training data. Furthermore, strategies to mitigate AI-generated hallucinations and optimize prompt engineering for patent-specific applications are discussed. A comparative analysis of industry-leading platforms like Google Patents, PatSnap, and LexisNexis illustrates how AI tools are being integrated into patent workflows. The paper provides both theoretical insights and practical recommendations for integrating AI into legal systems. By addressing the technical and ethical implications of AI-generated inventions, the study underscores the importance of transparency, accountability, and robust human oversight. This research aims to guide the seamless integration of AI technologies into patent law, promoting efficiency, accuracy, and compliance in an increasingly complex innovation landscape.","[Bui, Luong Vu] UWE Bristol UK, Bristol Law Sch, Bristol BS16 1QY, England; [Bui, Luong Vu] Vietnam Natl Univ Hanoi, Int Sch, Hanoi 100000, Vietnam",,"Bui, LV (corresponding author), UWE Bristol UK, Bristol Law Sch, Bristol BS16 1QY, England.",luong2.bui@live.uwe.ac.uk,,,,,,,,3,3,,,,,,,,,,,MAR,2025,80,,,,,,,,102341,10.1016/j.wpi.2025.102341,http://dx.doi.org/10.1016/j.wpi.2025.102341,,FEB 2025,,,,,,,,,,2025-05-29,WOS:001426207300001,View Full Record in Web of Science
J,"Finkelstein, J; Gabriel, A; Schmer, S; Truong, TT; Dunn, A",,,,"Finkelstein, Joseph; Gabriel, Aileen; Schmer, Susanna; Truong, Tuyet-Trinh; Dunn, Andrew",,,Identifying Facilitators and Barriers to Implementation of AI-Assisted Clinical Decision Support in an Electronic Health Record System,JOURNAL OF MEDICAL SYSTEMS,,,,Article,,,,,,,,"Recent advancements in computing have led to the development of artificial intelligence (AI) enabled healthcare technologies. AI-assisted clinical decision support (CDS) integrated into electronic health records (EHR) was demonstrated to have a significant potential to improve clinical care. With the rapid proliferation of AI-assisted CDS, came the realization that a lack of careful consideration of socio-technical issues surrounding the implementation and maintenance of these tools can result in unanticipated consequences, missed opportunities, and suboptimal uptake of these potentially useful technologies. The 48-h Discharge Prediction Tool (48DPT) is a new AI-assisted EHR CDS to facilitate discharge planning. This study aimed to methodologically assess the implementation of 48DPT and identify the barriers and facilitators of adoption and maintenance using the validated implementation science frameworks. The major dimensions of RE-AIM (Reach, Effectiveness, Adoption, Implementation, Maintenance) and the constructs of the Consolidated Framework for Implementation Research (CFIR) frameworks have been used to analyze interviews of 24 key stakeholders using 48DPT. The systematic assessment of the 48DPT implementation allowed us to describe facilitators and barriers to implementation such as lack of awareness, lack of accuracy and trust, limited accessibility, and transparency. Based on our evaluation, the factors that are crucial for the successful implementation of AI-assisted EHR CDS were identified. Future implementation efforts of AI-assisted EHR CDS should engage the key clinical stakeholders in the AI tool development from the very inception of the project, support transparency and explainability of the AI models, provide ongoing education and onboarding of the clinical users, and obtain continuous input from clinical staff on the CDS performance.","[Finkelstein, Joseph; Gabriel, Aileen] Univ Utah, Dept Biomed Informat, 421 Wakara Way,Rm 2028, Salt Lake City, UT 84108 USA; [Schmer, Susanna] Mt Sinai Hlth Syst, Dept Case Management, New York, NY USA; [Truong, Tuyet-Trinh; Dunn, Andrew] Icahn Sch Med Mt Sinai, Div Hosp Med, New York, NY USA",,"Finkelstein, J (corresponding author), Univ Utah, Dept Biomed Informat, 421 Wakara Way,Rm 2028, Salt Lake City, UT 84108 USA.",Joseph.Finkelstein@utah.edu,,,,,,,,5,5,,,,,,,,,,,SEP 18,2024,48,1,,,,,,,89,10.1007/s10916-024-02104-9,http://dx.doi.org/10.1007/s10916-024-02104-9,,,,,,,,,,,,2025-05-29,WOS:001315136400001,View Full Record in Web of Science
J,"Vijayvargiya, A; Singh, P; Kumar, R; Dey, N",,,,"Vijayvargiya, Ankit; Singh, Puneet; Kumar, Rajesh; Dey, Nilanjan",,,Hardware Implementation for Lower Limb Surface EMG Measurement and Analysis Using Explainable AI for Activity Recognition,IEEE TRANSACTIONS ON INSTRUMENTATION AND MEASUREMENT,,,,Article,,,,,,,,"Electromyography (EMG) signals are gaining popularity for several biomedical applications, including pattern recognition, disease detection, human-machine interfaces, medical image processing, and robotic limb or exoskeleton fabrication. In this study, a two-channel data acquisition system for measuring EMG signals is proposed for human lower limb activity recognition. Five leg activities have been accomplished to measure EMG signals from two lower limb muscles to validate the developed hardware. Five subjects (three males and two females) were chosen to acquire EMG signals during these activities. The raw EMG signal was first denoised using a hybrid of Wavelet Decomposition with Ensemble Empirical Mode Decomposition (WD-EEMD) approach to classify the recorded EMG dataset. Then, eight time-domain (TD) features were extracted using the overlapping windowing technique. An investigation into the comparative effectiveness of several classifiers is presented, although it was hard to distinguish how the classifiers predicted the activities. Having a trustworthy explanation for the outcomes of these classifiers would be quite beneficial overall. An approach known as explainable artificial intelligence (XAI) was introduced to produce trustworthy predictive modeling results and applied the XAI technique known as local interpretable model-agnostic explanations (LIME) to a straightforward human interpretation. LIME investigates how extracted features are anticipated and which features are most responsible for each action. The accuracy of the extra tree classifier gives the highest accuracy of the other studied algorithms for identifying different human lower limb activities from sEMG signals.","[Vijayvargiya, Ankit; Kumar, Rajesh] Malaviya Natl Inst Technol, Dept Elect Engn, Jaipur 302017, Rajasthan, India; [Vijayvargiya, Ankit] Swami Keshvanand Inst Technol Management & Gramot, Dept Elect Engn, Jaipur 302017, Rajasthan, India; [Singh, Puneet] Malaviya Natl Inst Technol, Dept Elect & Commun Engn, Jaipur 302017, Rajasthan, India; [Dey, Nilanjan] JIS Univ, Dept Comp Sci & Engn, Kolkata 700109, India",,"Vijayvargiya, A (corresponding author), Malaviya Natl Inst Technol, Dept Elect Engn, Jaipur 302017, Rajasthan, India.;Vijayvargiya, A (corresponding author), Swami Keshvanand Inst Technol Management & Gramot, Dept Elect Engn, Jaipur 302017, Rajasthan, India.",ankitvijayvargiya29@gmail.com; 2019uec1355@mnit.ac.in; rkumar.ee@mnit.ac.in; neelanjan.dey@gmail.com,,,,,,,,36,37,,,,,,,,,,,,2022,71,,,,,,,,2004909,10.1109/TIM.2022.3198443,http://dx.doi.org/10.1109/TIM.2022.3198443,,,,,,,,,,,,2025-05-29,WOS:000848255000004,View Full Record in Web of Science
J,"Saranti, A; Hudec, M; Mináriková, E; Takác, Z; Grossschedl, U; Koch, C; Pfeifer, B; Angerschmid, A; Holzinger, A",,,,"Saranti, Anna; Hudec, Miroslav; Minarikova, Erika; Takac, Zdenko; Grossschedl, Udo; Koch, Christoph; Pfeifer, Bastian; Angerschmid, Alessa; Holzinger, Andreas",,,Actionable Explainable AI (AxAI): A Practical Example with Aggregation Functions for Adaptive Classification and Textual Explanations for Interpretable Machine Learning,MACHINE LEARNING AND KNOWLEDGE EXTRACTION,,,,Article,,,,,,,,"In many domains of our daily life (e.g., agriculture, forestry, health, etc.), both laymen and experts need to classify entities into two binary classes (yes/no, good/bad, sufficient/insufficient, benign/malign, etc.). For many entities, this decision is difficult and we need another class called maybe, which contains a corresponding quantifiable tendency toward one of these two opposites. Human domain experts are often able to mark any entity, place it in a different class and adjust the position of the slope in the class. Moreover, they can often explain the classification space linguistically-depending on their individual domain experience and previous knowledge. We consider this human-in-the-loop extremely important and call our approach actionable explainable AI. Consequently, the parameters of the functions are adapted to these requirements and the solution is explained to the domain experts accordingly. Specifically, this paper contains three novelties going beyond the state-of-the-art: (1) A novel method for detecting the appropriate parameter range for the averaging function to treat the slope in the maybe class, along with a proposal for a better generalisation than the existing solution. (2) the insight that for a given problem, the family of t-norms and t-conorms covering the whole range of nilpotency is suitable because we need a clear no or yes not only for the borderline cases. Consequently, we adopted the Schweizer-Sklar family of t-norms or t-conorms in ordinal sums. (3) A new fuzzy quasi-dissimilarity function for classification into three classes: Main difference, irrelevant difference and partial difference. We conducted all of our experiments with real-world datasets.","[Saranti, Anna; Angerschmid, Alessa; Holzinger, Andreas] Univ Nat Resources & Life Sci, Human Ctr AI Lab, Inst Forest Engn, Dept Forest & Soil Sci, A-1190 Vienna, Austria; [Saranti, Anna; Hudec, Miroslav; Pfeifer, Bastian; Angerschmid, Alessa; Holzinger, Andreas] Med Univ Graz, Inst Med Informat, A-8036 Graz, Austria; [Hudec, Miroslav; Minarikova, Erika] Univ Econ Bratislava, Fac Econ Informat, Bratislava 852355, Slovakia; [Takac, Zdenko] Slovak Univ Technol Bratislava, Fac Chem & Food Technol, Bratislava 812431, Slovakia; [Grossschedl, Udo; Koch, Christoph; Holzinger, Andreas] Graz Univ Technol, Inst Interact Syst & Data Sci, A-8010 Graz, Austria; [Holzinger, Andreas] Univ Alberta, Alberta Machine Intelligence Inst, xAI Lab, Edmonton, AB T5J 3B1, Canada",,"Holzinger, A (corresponding author), Univ Nat Resources & Life Sci, Human Ctr AI Lab, Inst Forest Engn, Dept Forest & Soil Sci, A-1190 Vienna, Austria.;Holzinger, A (corresponding author), Med Univ Graz, Inst Med Informat, A-8036 Graz, Austria.;Holzinger, A (corresponding author), Graz Univ Technol, Inst Interact Syst & Data Sci, A-8010 Graz, Austria.;Holzinger, A (corresponding author), Univ Alberta, Alberta Machine Intelligence Inst, xAI Lab, Edmonton, AB T5J 3B1, Canada.",andreas.holzinger@human-centered.ai,,,,,,,,17,17,,,,,,,,,,,DEC,2022,4,4,,,,,924,953,,10.3390/make4040047,http://dx.doi.org/10.3390/make4040047,,,,,,,,,,,,2025-05-29,WOS:000902726900001,View Full Record in Web of Science
J,"Wang, MH; Cui, JZ; Lee, SMY; Lin, ZY; Zeng, PJ; Li, XY; Liu, HY; Liu, YX; Xu, Y; Wang, YP; Alves, JLCD; Hou, GH; Fang, JB; Yu, XR; Chong, KKL; Pan, Y",,,,"Han Wang, Mini; Cui, Jiazheng; Lee, Simon Ming-Yuen; Lin, Zhiyuan; Zeng, Peijin; Li, Xinyue; Liu, Haoyang; Liu, Yunxiao; Xu, Yang; Wang, Yapeng; Alves, Jose Lopes Camilo Da Costa; Hou, Guanghui; Fang, Junbin; Yu, Xiangrong; Chong, Kelvin Kam-Lung; Pan, Yi",,,Applied machine learning in intelligent systems: knowledge graph-enhanced ophthalmic contrastive learning with clinical profile prompts,FRONTIERS IN ARTIFICIAL INTELLIGENCE,,,,Article,,,,,,,,"Introduction The integration of artificial intelligence (AI) into ophthalmic diagnostics has the potential to significantly enhance diagnostic accuracy and interpretability, thereby supporting clinical decision-making. However, a major challenge in AI-driven medical applications is the lack of transparency, which limits clinicians' trust in automated recommendations. This study investigates the application of machine learning techniques by integrating knowledge graphs with contrastive learning and utilizing clinical profile prompts to refine the performance of the ophthalmology-specific large language model, MeEYE, which is built on the CHATGLM3-6B architecture. This approach aims to improve the model's ability to capture clinically relevant features while enhancing both the accuracy and explainability of diagnostic predictions.Methods This study employs a novel methodological framework that incorporates domain-specific knowledge through knowledge graphs and enhances feature representation using contrastive learning. The MeEYE model is fine-tuned with structured clinical knowledge, enabling it to better distinguish subtle yet significant ophthalmic features. Additionally, clinical profile prompts are incorporated to further improve contextual understanding and diagnostic precision. The proposed method is evaluated through comprehensive performance benchmarking, including quantitative assessments and clinical case studies, to ensure its efficacy in real-world ophthalmic diagnosis.Results The experimental findings demonstrate that integrating knowledge graphs and contrastive learning into the MeEYE model significantly improves both diagnostic accuracy and model interpretability. Comparative analyses against baseline models reveal that the proposed approach enhances the identification of ophthalmic conditions with higher precision and clarity. Furthermore, the model's ability to generate transparent and clinically relevant AI recommendations is substantiated through rigorous evaluation, highlighting its potential for real-world clinical implementation.Discussion The results underscore the importance of explainable AI in medical diagnostics, particularly in ophthalmology, where model transparency is critical for clinical acceptance and utility. By incorporating domain-specific knowledge with advanced machine learning techniques, the proposed approach not only enhances model performance but also ensures that AI-generated insights are interpretable and reliable for clinical decision-making. These findings suggest that integrating structured medical knowledge with machine learning frameworks can address key challenges in AI-driven diagnostics, ultimately contributing to improved patient outcomes. Future research should explore the adaptability of this approach across various medical domains to further advance AI-assisted diagnostic systems.","[Han Wang, Mini] Jinan Univ, Zhuhai Peoples Hosp, Beijing Inst Technol, Zhuhai Precis Med Ctr,Affiliated Hosp,Zhuhai Clin, Zhuhai, Peoples R China; [Han Wang, Mini; Chong, Kelvin Kam-Lung] Chinese Univ Hong Kong, Dept Ophthalmol & Visual Sci, Shatin, Hong Kong, Peoples R China; [Cui, Jiazheng] Chinese Acad Sci, Zhuhai Inst Adv Technol, Zhuhai 519000, Peoples R China; [Cui, Jiazheng] Beijing Normal Univ Hong Kong Baptist Univ United, Zhuhai, Peoples R China; [Lee, Simon Ming-Yuen] Hong Kong Polytech Univ, Dept Food Sci & Nutr, Kowloon, Hong Kong, Peoples R China; [Lin, Zhiyuan; Zeng, Peijin] Perspect Technol Grp, Zhuhai, Peoples R China; [Zeng, Peijin; Xu, Yang] Beijing Inst Technol, Zhuhai, Peoples R China; [Li, Xinyue] Tianjin Med Univ, Tianjin, Peoples R China; [Liu, Haoyang; Liu, Yunxiao; Wang, Yapeng] Macao Polytech Univ, Fac Appl Sci, Macau, Peoples R China; [Liu, Haoyang; Liu, Yunxiao] Macau Univ Sci & Technol, Taipa, Macao, Peoples R China; [Alves, Jose Lopes Camilo Da Costa] City Univ Macau, Fac Business, Macau, Peoples R China; [Hou, Guanghui] Zhuhai Aier Eye Hosp, Zhuhai, Peoples R China; [Fang, Junbin] Jinan Univ, Coll Sci & Engn, Shenzhen, Peoples R China; [Yu, Xiangrong] Jinan Univ, Zhuhai Peoples Hosp, Zhuhai Clin Med Coll, Zhuhai, Peoples R China; [Pan, Yi] Shenzhen Inst Adv Technol, Shenzhen Key Lab Intelligent Bioinformat, Shenzhen, Peoples R China",,"Wang, MH (corresponding author), Jinan Univ, Zhuhai Peoples Hosp, Beijing Inst Technol, Zhuhai Precis Med Ctr,Affiliated Hosp,Zhuhai Clin, Zhuhai, Peoples R China.;Wang, MH; Chong, KKL (corresponding author), Chinese Univ Hong Kong, Dept Ophthalmol & Visual Sci, Shatin, Hong Kong, Peoples R China.;Hou, GH (corresponding author), Zhuhai Aier Eye Hosp, Zhuhai, Peoples R China.;Fang, JB (corresponding author), Jinan Univ, Coll Sci & Engn, Shenzhen, Peoples R China.;Yu, XR (corresponding author), Jinan Univ, Zhuhai Peoples Hosp, Zhuhai Clin Med Coll, Zhuhai, Peoples R China.;Pan, Y (corresponding author), Shenzhen Inst Adv Technol, Shenzhen Key Lab Intelligent Bioinformat, Shenzhen, Peoples R China.",d20092100037@cityu.mo; Houguanghui901@163.com; tjunbinfang@jnu.edu.cn; yxr00125040@126.com; chongkamlung@cuhk.edu.hk; yi.pan@siat.ac.cn,,,,,,,,0,0,,,,,,,,,,,MAR 12,2025,8,,,,,,,,1527010,10.3389/frai.2025.1527010,http://dx.doi.org/10.3389/frai.2025.1527010,,,,,,,,,,,,2025-05-29,WOS:001455088700001,View Full Record in Web of Science
