proquest -journal,,,,,,,,,,,,,,,,,,,
Title,Subtitle,Author,Publication,SourceType,Publisher,Volume,Issue,PubDate,AlphaDate,StartPage,EndPage,PageRange,ISSN,EISSN,ISBN,Language,Abstract,DocumentUrl,DOI
Chain of Thought Utilization in Large Language Models and Application in Nephrology,,"Miao, Jing; Thongprayoon, Charat; Thongprayoon, Charat; Suppadungsuk, Supawadee; Krisanapan, Pajaree; Radhakrishnan, Yeshwanter; Cheungpasitporn, Wisit",Medicina,Scholarly Journals,,60,1,2024-01-01,2024,148,,,1010660X,,,ENG,"Chain-of-thought prompting enhances the abilities of large language models (LLMs) significantly. It not only makes these models more specific and context-aware but also impacts the wider field of artificial intelligence (AI). This approach broadens the usability of AI, increases its efficiency, and aligns it more closely with human thinking and decision-making processes. As we improve this method, it is set to become a key element in the future of AI, adding more purpose, precision, and ethical consideration to these technologies. In medicine, the chain-of-thought prompting is especially beneficial. Its capacity to handle complex information, its logical and sequential reasoning, and its suitability for ethically and context-sensitive situations make it an invaluable tool for healthcare professionals. Its role in enhancing medical care and research is expected to grow as we further develop and use this technique. Chain-of-thought prompting bridges the gap between AI’s traditionally obscure decision-making process and the clear, accountable standards required in healthcare. It does this by emulating a reasoning style familiar to medical professionals, fitting well into their existing practices and ethical codes. While solving AI transparency is a complex challenge, the chain-of-thought approach is a significant step toward making AI more comprehensible and trustworthy in medicine. This review focuses on understanding the workings of LLMs, particularly how chain-of-thought prompting can be adapted for nephrology’s unique requirements. It also aims to thoroughly examine the ethical aspects, clarity, and future possibilities, offering an in-depth view of the exciting convergence of these areas.",https://www.proquest.com/docview/2918773812?accountid=15181&bdid=109693&_bd=4qoNax%2Bf4TtMkeaNZbJpelB%2F5QI%3D,https://doi.org/10.3390/medicina60010148
Survey of Explainable AI Techniques in Healthcare,,"Chaddad, Ahmad; Chaddad, Ahmad; Peng, Jihao; Peng, Jihao; Xu, Jian; Xu, Jian; Bouridane, Ahmed",Sensors,Scholarly Journals,,23,2,2023-01-01,2023,634,,,14248220,,,ENG,"Artificial intelligence (AI) with deep learning models has been widely applied in numerous domains, including medical imaging and healthcare tasks. In the medical field, any judgment or decision is fraught with risk. A doctor will carefully judge whether a patient is sick before forming a reasonable explanation based on the patient’s symptoms and/or an examination. Therefore, to be a viable and accepted tool, AI needs to mimic human judgment and interpretation skills. Specifically, explainable AI (XAI) aims to explain the information behind the black-box model of deep learning that reveals how the decisions are made. This paper provides a survey of the most recent XAI techniques used in healthcare and related medical imaging applications. We summarize and categorize the XAI types, and highlight the algorithms used to increase interpretability in medical imaging topics. In addition, we focus on the challenging XAI problems in medical applications and provide guidelines to develop better interpretations of deep learning models using XAI concepts in medical image and text analysis. Furthermore, this survey provides future directions to guide developers and researchers for future prospective investigations on clinical topics, particularly on applications with medical imaging.",https://www.proquest.com/docview/2767296048?accountid=15181&bdid=109693&_bd=AsVZtP0mj1CmEStkjWtbMF%2Fh6YY%3D,https://doi.org/10.3390/s23020634
Integrating Explainable Artificial Intelligence in Extended Reality Environments: A Systematic Survey,,"Maathuis, Clara; Maathuis, Clara; Cidota, Marina Anca; Cidota, Marina Anca; Datcu, Dragoș; Marin, Letiția",Mathematics,Scholarly Journals,,13,2,2025-01-01,2025,290,,,22277390,,,ENG,"The integration of Artificial Intelligence (AI) within Extended Reality (XR) technologies has the potential to revolutionize user experiences by creating more immersive, interactive, and personalized environments. Nevertheless, the complexity and opacity of AI systems raise significant concerns regarding the transparency of data handling, reasoning processes, and decision-making mechanisms inherent in these technologies. To address these challenges, the implementation of explainable AI (XAI) methods and techniques becomes imperative, as they not only ensure compliance with prevailing ethical, social, and legal standards, norms, and principles, but also foster user trust and facilitate the broader adoption of AI solutions in XR applications. Despite the growing interest from both research and practitioner communities in this area, there is an important gap in the literature concerning a review of XAI methods specifically applied and tailored to XR systems. On this behalf, this research presents a systematic literature review that synthesizes current research on XAI approaches applied within the XR domain. Accordingly, this research aims to identify prevailing trends, assess the effectiveness of various XAI techniques, and highlight potential avenues for future research. It then contributes to the foundational understanding necessary for the development of transparent and trustworthy AI systems for XR systems using XAI technologies while enhancing the user experience and promoting responsible AI deployment.",https://www.proquest.com/docview/3159526256?accountid=15181&bdid=109693&_bd=04bKQj%2BclawkyP%2BaQH6QazX6Ciw%3D,https://doi.org/10.3390/math13020290
Dermatologist-like explainable AI enhances trust and confidence in diagnosing melanoma,,"Chanda, Tirtha; Hauser, Katja; Hobelsberger, Sarah; Bucher, Tabea-Clara; Garcia, Carina Nogueira; Wies, Christoph; Kittler, Harald; Tschandl, Philipp; Navarrete-Dechent, Cristian; Podlipnik, Sebastian; Chousakos, Emmanouil; Crnaric, Iva; Majstorovic, Jovana; Alhajwan, Linda; Foreman, Tanya; Peternel, Sandra; Sarap, Sergei; Özdemir, İrem; Barnhill, Raymond L.; Llamas-Velasco, Mar; Poch, Gabriela; Korsing, Sören; Sondermann, Wiebke; Gellrich, Frank Friedrich; Heppt, Markus V.; Erdmann, Michael; Haferkamp, Sebastian; Drexler, Konstantin; Goebeler, Matthias; Schilling, Bastian; Utikal, Jochen S.; Ghoreschi, Kamran; Fröhling, Stefan; Krieghoff-Henning, Eva; Krieghoff-Henning, Eva; Salava, Alexander; Thiem, Alexander; Dimitrios, Alexandris; Ammar, Amr Mohammad; Vučemilović, Ana Sanader; Yoshimura, Andrea Miyuki; Ilieva, Andzelka; Gesierich, Anja; Reimer-Taschenbrecker, Antonia; Kolios, Antonios G. A.; Kalva, Arturs; Ferhatosmanoğlu, Arzu; Beyens, Aude; Pföhler, Claudia; Erdil, Dilara Ilhan; Jovanovic, Dobrila; Racz, Emoke; Bechara, Falk G.; Vaccaro, Federico; Dimitriou, Florentia; Rasulova, Gunel; Cenk, Hulya; Yanatma, Irem; Kolm, Isabel; Hoorens, Isabelle; Sheshova, Iskra Petrovska; Jocic, Ivana; Knuever, Jana; Fleißner, Janik; Thamm, Janis Raphael; Dahlberg, Johan; Lluch-Galcerá, Juan José; Figueroa, Juan Sebastián Andreani; Holzgruber, Julia; Welzel, Julia; Damevska, Katerina; Mayer, Kristine Elisabeth; Maul, Lara Valeska; Garzona-Navas, Laura; Bley, Laura Isabell; Schmitt, Laurenz; Reipen, Lena; Shafik, Lidia; Petrovska, Lidija; Golle, Linda; Jopen, Luise; Gogilidze, Magda; Burg, Maria Rosa; Morales-Sánchez, Martha Alejandra; Sławińska, Martyna; Mengoni, Miriam; Dragolov, Miroslav; Iglesias-Pena, Nicolás; Booken, Nina; Enechukwu, Nkechi Anne; Persa, Oana-Diana; Oninla, Olumayowa Abimbola; Theofilogiannakou, Panagiota; Kage, Paula; Neto, Roque Rafael Oliveira; Peralta, Rosario; Afiouni, Rym; Schuh, Sandra; Schnabl-Scheu, Saskia; Vural, Seçil; Hudson, Sharon; Saa, Sonia Rodriguez; Hartmann, Sören; Damevska, Stefana; Finck, Stefanie; Braun, Stephan Alexander; Hartmann, Tim; Welponer, Tobias; Sotirovski, Tomica; Bondare-Ansberga, Vanda; Ahlgrimm-Siess, Verena; Frings, Verena Gerlinde; Simeonovski, Viktor; Zafirovik, Zorica; Maul, Julia-Tatjana; Lehr, Saskia; Wobser, Marion; Debus, Dirk; Riad, Hassan; Pereira, Manuel P.; Lengyel, Zsuzsanna; Balcere, Alise; Tsakiri, Amalia; Braun, Ralph P.; Brinker, Titus J.",Nature Communications,Scholarly Journals,,15,1,2024-01-01,2024,524,,524,20411723,,,ENG,"Artificial intelligence (AI) systems have been shown to help dermatologists diagnose melanoma more accurately, however they lack transparency, hindering user acceptance. Explainable AI (XAI) methods can help to increase transparency, yet often lack precise, domain-specific explanations. Moreover, the impact of XAI methods on dermatologists’ decisions has not yet been evaluated. Building upon previous research, we introduce an XAI system that provides precise and domain-specific explanations alongside its differential diagnoses of melanomas and nevi. Through a three-phase study, we assess its impact on dermatologists’ diagnostic accuracy, diagnostic confidence, and trust in the XAI-support. Our results show strong alignment between XAI and dermatologist explanations. We also show that dermatologists’ confidence in their diagnoses, and their trust in the support system significantly increase with XAI compared to conventional AI. This study highlights dermatologists’ willingness to adopt such XAI systems, promoting future use in the clinic.Artificial intelligence has become popular as a cancer classification tool, but there is distrust of such systems due to their lack of transparency. Here, the authors develop an explainable AI system which produces text- and region-based explanations alongside its classifications which was assessed using clinicians’ diagnostic accuracy, diagnostic confidence, and their trust in the system.",https://www.proquest.com/docview/2914972049?accountid=15181&bdid=109693&_bd=mjpWre70M%2Fkw1FHLD4k5ZanT2Os%3D,https://doi.org/10.1038/s41467-023-43095-4
Explainability of Automated Fact Verification Systems: A Comprehensive Review,,"Vallayil, Manju; Vallayil, Manju; Vallayil, Manju; Parma Nand; Parma Nand; Wei Qi Yan; Allende-Cid, Héctor",Applied Sciences,Scholarly Journals,,13,23,2023-01-01,2023,12608,,,20763417,,,ENG,"The rapid growth in Artificial Intelligence (AI) has led to considerable progress in Automated Fact Verification (AFV). This process involves collecting evidence for a statement, assessing its relevance, and predicting its accuracy. Recently, research has begun to explore automatic explanations as an integral part of the accuracy analysis process. However, the explainability within AFV is lagging compared to the wider field of explainable AI (XAI), which aims at making AI decisions more transparent. This study looks at the notion of explainability as a topic in the field of XAI, with a focus on how it applies to the specific task of Automated Fact Verification. It examines the explainability of AFV, taking into account architectural, methodological, and dataset-related elements, with the aim of making AI more comprehensible and acceptable to general society. Although there is a general consensus on the need for AI systems to be explainable, there a dearth of systems and processes to achieve it. This research investigates the concept of explainable AI in general and demonstrates its various aspects through the particular task of Automated Fact Verification. This study explores the topic of faithfulness in the context of local and global explainability. This paper concludes by highlighting the gaps and limitations in current data science practices and possible recommendations for modifications to architectural and data curation processes, contributing to the broader goals of explainability in Automated Fact Verification.",https://www.proquest.com/docview/2899391939?accountid=15181&bdid=109693&_bd=5bG0niPmwIAHzXKTINb8zR1PP%2BY%3D,https://doi.org/10.3390/app132312608
Artificial Intelligence vs. Efficient Markets: A Critical Reassessment of Predictive Models in the Big Data Era,,"Pagliaro, Antonio",Electronics,Scholarly Journals,,14,9,2025-01-01,2025,1721,,,20799292,,,ENG,"This paper critically examines artificial intelligence applications in stock market forecasting, addressing significant gaps in the existing literature that often overlook the tension between theoretical market efficiency and empirical predictability. While numerous reviews catalog methodologies, they frequently fail to rigorously evaluate model performance across different market regimes or reconcile statistical significance with economic relevance. We analyze techniques ranging from traditional statistical models to advanced deep learning architectures, finding that ensemble methods like Extra Trees, Random Forest, and XGBoost consistently outperform single classifiers, achieving directional accuracy of up to 86% in specific market conditions. Our analysis reveals that hybrid approaches integrating multiple data sources demonstrate superior performance by capturing complementary market signals, yet many models showing statistical significance fail to generate economic value after accounting for transaction costs and market impact. By addressing methodological challenges including backtest overfitting, regime changes, and implementation constraints, we provide a novel comprehensive framework for rigorous model assessment that bridges the divide between academic research and practical implementation. This review makes three key contributions: (1) a reconciliation of the Efficient Market Hypothesis with AI-driven predictability through an adaptive market framework, (2) a multi-dimensional evaluation methodology that extends beyond classification accuracy to financial performance, and (3) an identification of promising research directions in explainable AI, transfer learning, causal modeling, and privacy-preserving techniques that address current limitations.",https://www.proquest.com/docview/3203194329?accountid=15181&bdid=109693&_bd=j8O0P9lnPUgA%2BrszBcKjr0nXeRM%3D,https://doi.org/10.3390/electronics14091721
Artificial Intelligence in Thoracic Surgery: A Review Bridging Innovation and Clinical Practice for the Next Generation of Surgical Care,,"Leivaditis Vasileios; Maniatopoulos Andreas Antonios; Lausberg Henning; Francesk, Mulita; Papatriantafyllou Athanasios; Liolis Elias; Beltsios Eleftherios; Adamou Antonis; Kontodimopoulos Nikolaos; Dahm Manfred",Journal of Clinical Medicine,Scholarly Journals,,14,8,2025-01-01,2025,2729,,,20770383,,,ENG,"Background: Artificial intelligence (AI) is rapidly transforming thoracic surgery by enhancing diagnostic accuracy, surgical precision, intraoperative guidance, and postoperative management. AI-driven technologies, including machine learning (ML), deep learning, computer vision, and robotic-assisted surgery, have the potential to optimize clinical workflows and improve patient outcomes. However, challenges such as data integration, ethical concerns, and regulatory barriers must be addressed to ensure AI’s safe and effective implementation. This review aims to analyze the current applications, benefits, limitations, and future directions of AI in thoracic surgery. Methods: This review was conducted following the Preferred Reporting Items for Systematic Reviews and Meta-Analyses (PRISMA) guidelines. A comprehensive literature search was performed using PubMed, Scopus, Web of Science, and Cochrane Library for studies published up to January 2025. Relevant articles were selected based on predefined inclusion and exclusion criteria, focusing on AI applications in thoracic surgery, including diagnostics, robotic-assisted surgery, intraoperative guidance, and postoperative care. A risk of bias assessment was conducted using the Cochrane Risk of Bias Tool and ROBINS-I for non-randomized studies. Results: Out of 279 identified studies, 36 met the inclusion criteria for qualitative synthesis, highlighting AI’s growing role in diagnostic accuracy, surgical precision, intraoperative guidance, and postoperative care in thoracic surgery. AI-driven imaging analysis and radiomics have improved pulmonary nodule detection, lung cancer classification, and lymph node metastasis prediction, while robotic-assisted thoracic surgery (RATS) has enhanced surgical accuracy, reduced operative times, and improved recovery rates. Intraoperatively, AI-powered image-guided navigation, augmented reality (AR), and real-time decision-support systems have optimized surgical planning and safety. Postoperatively, AI-driven predictive models and wearable monitoring devices have enabled early complication detection and improved patient follow-up. However, challenges remain, including algorithmic biases, a lack of multicenter validation, high implementation costs, and ethical concerns regarding data security and clinical accountability. Despite these limitations, AI has shown significant potential to enhance surgical outcomes, requiring further research and standardized validation for widespread adoption. Conclusions: AI is poised to revolutionize thoracic surgery by enhancing decision-making, improving patient outcomes, and optimizing surgical workflows. However, widespread adoption requires addressing key limitations through multicenter validation studies, standardized AI frameworks, and ethical AI governance. Future research should focus on digital twin technology, federated learning, and explainable AI (XAI) to improve AI interpretability, reliability, and accessibility. With continued advancements and responsible integration, AI will play a pivotal role in shaping the next generation of precision thoracic surgery.",https://www.proquest.com/docview/3194615852?accountid=15181&bdid=109693&_bd=pADR4DV0lXEsTwhTVxbQzRsF%2BrI%3D,https://doi.org/10.3390/jcm14082729
Explainability and causability in digital pathology,,"Plass, Markus; Kargl, Michaela; Kiehl, Tim‐Rasmus; Regitnig, Peter; Geißler, Christian; Evans, Theodore; Zerbe, Norman; Carvalho, Rita; Holzinger, Andreas; Müller, Heimo",The Journal of Pathology: Clinical Research,Scholarly Journals,,9,4,2023-07-01,"Jul 1, 2023",251,260,251-260,20564538,,,ENG,"The current move towards digital pathology enables pathologists to use artificial intelligence (AI)‐based computer programmes for the advanced analysis of whole slide images. However, currently, the best‐performing AI algorithms for image analysis are deemed black boxes since it remains – even to their developers – often unclear why the algorithm delivered a particular result. Especially in medicine, a better understanding of algorithmic decisions is essential to avoid mistakes and adverse effects on patients. This review article aims to provide medical experts with insights on the issue of explainability in digital pathology. A short introduction to the relevant underlying core concepts of machine learning shall nurture the reader's understanding of why explainability is a specific issue in this field. Addressing this issue of explainability, the rapidly evolving research field of explainable AI (XAI) has developed many techniques and methods to make black‐box machine‐learning systems more transparent. These XAI methods are a first step towards making black‐box AI systems understandable by humans. However, we argue that an explanation interface must complement these explainable models to make their results useful to human stakeholders and achieve a high level of causability, i.e. a high level of causal understanding by the user. This is especially relevant in the medical field since explainability and causability play a crucial role also for compliance with regulatory requirements. We conclude by promoting the need for novel user interfaces for AI applications in pathology, which enable contextual understanding and allow the medical expert to ask interactive ‘what‐if’‐questions. In pathology, such user interfaces will not only be important to achieve a high level of causability. They will also be crucial for keeping the human‐in‐the‐loop and bringing medical experts' experience and conceptual knowledge to AI processes.",https://www.proquest.com/docview/2822158610?accountid=15181&bdid=109693&_bd=Lic7YgI8%2BNK5ln3UI6saD80r3oA%3D,https://doi.org/10.1002/cjp2.322
Towards responsible AI: an implementable blueprint for integrating explainability and social-cognitive frameworks in AI systems,,,AI Perspectives,Scholarly Journals,,7,1,2025-12-01,Dec 2025,1,,1,2523398X,,,ENG,"Automation increasingly shapes modern society, requiring artificial intelligence (AI) systems to not only perform complex tasks but also provide clear, actionable explanations of their decisions, especially in high-stakes domains. However, most contemporary AI systems struggle to explain their runtime operations in specific instances, limiting their applicability in contexts demanding stringent outcome justification. Existing approaches have attempted to address this challenge but often fall short in terms of contextual relevance, human cognitive alignment, or scalability. This paper introduces System-of-Systems Machine Learning (SoS-ML) as a novel framework to advance explainable artificial intelligence (XAI) by addressing the limitations of current methods. Drawing from insights in philosophy, cognitive science, and social sciences, SoS-ML seeks to integrate human-like reasoning processes into AI, framing explanations as contextual inferences and justifications. The research demonstrates how SoS-ML addresses key challenges in XAI, such as enhancing explanation accuracy and aligning AI reasoning with human cognition. By leveraging a multi-agent, modular design, SoS-ML encourages collaboration among machine learning models, leading to more transparent, context-aware systems. The framework’s ability to generalize across domains is demonstrated through experiments on the Pima Indian Diabetes dataset and pie chart image-to-text interpretation, showcasing its transformative potential in improving both model accuracy and explainability. The findings emphasize SoS-ML’s role in advancing responsible AI, particularly in high-stakes environments where interpretability and social accountability are paramount.",https://www.proquest.com/docview/3156275077?accountid=15181&bdid=109693&_bd=w5mPezi%2BbbNsTri9yv2SO9cnkMo%3D,https://doi.org/10.1186/s42467-024-00016-5
Transformative impact of explainable artificial intelligence: bridging complexity and trust,,,Discover Artificial Intelligence,Scholarly Journals,,5,1,2025-12-01,Dec 2025,51,,51,27310809,,,ENG,"Artificial Intelligence and Deep Learning have gained widespread popularity in all sectors and industries from healthcare to finance and industrial management. Explainable Artificial Intelligence (XAI) is urgent need to bridge the gap between the needs of society interpretability, and trust while maximizing AI benefits. This review XAI methodologies is presented as a comprehensive analysis of three different types model including model-specific, model-agnostic, and hybrid, along with their applications. The review discussed sectors of healthcare, finance, and industrial management etc. where XAI can be utilized for better results and gain trust. The generic and prominent key challenges in terms of trade-offs between accuracy and interpretability, the existing scalability issues, and ethical considerations were focused. The paper also discussed future directions, such as domain-specific frameworks interdisciplinary collaborations and standardized evaluation metrics, to be proposed for advancing XAI research and applications. The review highlighted the potential of XAI for upbringing a society equipped with modern AI with precise results, high responsibility and more transparency.",https://www.proquest.com/docview/3203914903?accountid=15181&bdid=109693&_bd=5DlTIsF6Z3wCjKgbJD0nfvy4qjA%3D,https://doi.org/10.1007/s44163-025-00281-1
Explainable AI: A Neurally-Inspired Decision Stack Framework,,"Muhammad Salar Khan; Muhammad Salar Khan; Nayebpour, Mehdi; Meng-Hao, Li; El-Amine, Hadi; Koizumi, Naoru; Olds, James L",Biomimetics,Scholarly Journals,,7,3,2022-01-01,2022,127,,,23137673,,,ENG,"European law now requires AI to be explainable in the context of adverse decisions affecting the European Union (EU) citizens. At the same time, we expect increasing instances of AI failure as it operates on imperfect data. This paper puts forward a neurally inspired theoretical framework called “decision stacks” that can provide a way forward in research to develop Explainable Artificial Intelligence (X-AI). By leveraging findings from the finest memory systems in biological brains, the decision stack framework operationalizes the definition of explainability. It then proposes a test that can potentially reveal how a given AI decision was made.",https://www.proquest.com/docview/2716501657?accountid=15181&bdid=109693&_bd=3QUN2y0DOGSY75eXVCYljhSTcrU%3D,https://doi.org/10.3390/biomimetics7030127
Cultural Bias in Explainable AI Research: A Systematic Analysis,,"Peters, Uwe; Carman, Mary",The Journal of Artificial Intelligence Research,Scholarly Journals,,79,,2024-01-01,2024,971,,971-1000,10769757,,,ENG,"For synergistic interactions between humans and artificial intelligence (AI) systems, AI outputs often need to be explainable to people. Explainable AI (XAI) systems are commonly tested in human user studies. However, whether XAI researchers consider potential cultural differences in human explanatory needs remains unexplored. We highlight psychological research that found significant differences in human explanations between many people from Western, commonly individualist countries and people from non-Western, often collectivist countries. We argue that XAI research currently overlooks these variations and that many popular XAI designs implicitly and problematically assume that Western explanatory needs are shared cross-culturally. Additionally, we systematically reviewed over 200 XAI user studies and found that most studies did not consider relevant cultural variations, sampled only Western populations, but drew conclusions about human-XAI interactions more generally. We also analyzed over 30 literature reviews of XAI studies. Most reviews did not mention cultural differences in explanatory needs or flag overly broad cross-cultural extrapolations of XAI user study results. Combined, our analyses provide evidence of a cultural bias toward Western populations in XAI research, highlighting an important knowledge gap regarding how culturally diverse users may respond to widely used XAI systems that future work can and should address.",https://www.proquest.com/docview/3184965217?accountid=15181&bdid=109693&_bd=OzNocaLLcjqNnllUwojU4tbP%2FJE%3D,https://doi.org/10.1613/jair.1.14888
"Explainable Artificial Intelligence to Support Work Safety in Forestry: Insights from Two Large Datasets, Open Challenges, and Future Work",,"Hoenigsberger, Ferdinand; Hoenigsberger, Ferdinand; Saranti, Anna; Saranti, Anna; Jalali, Anahid; Stampfer, Karl; Holzinger, Andreas; Holzinger, Andreas",Applied Sciences,Scholarly Journals,,14,9,2024-01-01,2024,3911,,,20763417,,,ENG,"Forestry work, which is considered one of the most demanding and dangerous professions in the world, is claiming more and more lives. In a country as small as Austria, more than 50 forestry workers are killed in accidents every year, and the number is increasing rapidly. This serves as a catalyst for us to implement more stringent measures for workplace safety in order to achieve the sustainability objective of SDG 3, which focuses on health and well-being. This study contributes to the analysis of occupational accidents and focuses on two large real-world datasets from both the Austrian Federal Forests (ÖBf) and the Austrian Workers’ Compensation Board (AUVA). Decision trees, random forests, and fully connected neural networks are used for the analysis. By exploring different interpretation methods, this study sheds light on the decision-making processes ranging from basic association to causal inference and emphasizes the importance of causal inference in providing actionable insights for accident prevention. This paper contributes to the topic of explainable AI, specifically in its application to occupational safety in forestry. As a result, it introduces novel aspects to decision support systems in this application domain.",https://www.proquest.com/docview/3053127898?accountid=15181&bdid=109693&_bd=aRFTrOW4ZB9Frl0mwYVSpCMWS6Y%3D,https://doi.org/10.3390/app14093911
Time-Based Stress and Procedural Justice: Can Transparency Mitigate the Effects of Algorithmic Compensation in Gig Work?,,"Semujanga, Benjamin; Parent-Rocheleau, Xavier",International Journal of Environmental Research and Public Health,Scholarly Journals,,21,1,2024-01-01,2024,86,,,1661-7827,,,ENG,"The gig economy has led to a new management style, using algorithms to automate managerial decisions. Algorithmic management has aroused the interest of researchers, particularly regarding the prevalence of precarious working conditions and the health issues related to gig work. Despite algorithmically driven remuneration mechanisms’ influence on work conditions, few studies have focused on the compensation dimension of algorithmic management. We investigate the effects of algorithmic compensation on gig workers in relation to perceptions of procedural justice and time-based stress, two important predictors of work-related health problems. Also, this study examines the moderating effect of algorithmic transparency in these relationships. Survey data were collected from 962 gig workers via a research panel. The results of hierarchical multiple regression analysis show that the degree of exposure to algorithmic compensation is positively related to time-based stress. However, contrary to our expectations, algorithmic compensation is also positively associated with procedural justice perceptions and our results indicate that this relation is enhanced at higher levels of perceived algorithmic transparency. Furthermore, transparency does not play a role in the relationship between algorithmic compensation and time-based stress. These findings suggest that perceived algorithmic transparency makes algorithmic compensation even fairer but does not appear to make it less stressful.",https://www.proquest.com/docview/2918765355?accountid=15181&bdid=109693&_bd=3bTdK%2FNo71Pk7ri5Tbove%2FvtHEY%3D,https://doi.org/10.3390/ijerph21010086
"Explainable AI in Diagnostic Radiology for Neurological Disorders: A Systematic Review, and What Doctors Think About It",,"Hafeez, Yasir; Memon, Khuhed; AL-Quraishi, Maged S; Yahya, Norashikin; Elferik, Sami; Syed Saad Azhar Ali; Syed Saad Azhar Ali",Diagnostics,Scholarly Journals,,15,2,2025-01-01,2025,168,,,20754418,,,ENG,"Background: Artificial intelligence (AI) has recently made unprecedented contributions in every walk of life, but it has not been able to work its way into diagnostic medicine and standard clinical practice yet. Although data scientists, researchers, and medical experts have been working in the direction of designing and developing computer aided diagnosis (CAD) tools to serve as assistants to doctors, their large-scale adoption and integration into the healthcare system still seems far-fetched. Diagnostic radiology is no exception. Imagining techniques like magnetic resonance imaging (MRI), computed tomography (CT), and positron emission tomography (PET) scans have been widely and very effectively employed by radiologists and neurologists for the differential diagnoses of neurological disorders for decades, yet no AI-powered systems to analyze such scans have been incorporated into the standard operating procedures of healthcare systems. Why? It is absolutely understandable that in diagnostic medicine, precious human lives are on the line, and hence there is no room even for the tiniest of mistakes. Nevertheless, with the advent of explainable artificial intelligence (XAI), the old-school black boxes of deep learning (DL) systems have been unraveled. Would XAI be the turning point for medical experts to finally embrace AI in diagnostic radiology? This review is a humble endeavor to find the answers to these questions. Methods: In this review, we present the journey and contributions of AI in developing systems to recognize, preprocess, and analyze brain MRI scans for differential diagnoses of various neurological disorders, with special emphasis on CAD systems embedded with explainability. A comprehensive review of the literature from 2017 to 2024 was conducted using host databases. We also present medical domain experts’ opinions and summarize the challenges up ahead that need to be addressed in order to fully exploit the tremendous potential of XAI in its application to medical diagnostics and serve humanity. Results: Forty-seven studies were summarized and tabulated with information about the XAI technology and datasets employed, along with performance accuracies. The strengths and weaknesses of the studies have also been discussed. In addition, the opinions of seven medical experts from around the world have been presented to guide engineers and data scientists in developing such CAD tools. Conclusions: Current CAD research was observed to be focused on the enhancement of the performance accuracies of the DL regimens, with less attention being paid to the authenticity and usefulness of explanations. A shortage of ground truth data for explainability was also observed. Visual explanation methods were found to dominate; however, they might not be enough, and more thorough and human professor-like explanations would be required to build the trust of healthcare professionals. Special attention to these factors along with the legal, ethical, safety, and security issues can bridge the current gap between XAI and routine clinical practice.",https://www.proquest.com/docview/3159473733?accountid=15181&bdid=109693&_bd=%2B59nmia6gJOPLb2Id58F2pDtxGE%3D,https://doi.org/10.3390/diagnostics15020168
Predicting and understanding human action decisions during skillful joint-action using supervised machine learning and explainable-AI,,"Auletta, Fabrizia; Kallen, Rachel W.; di Bernardo, Mario; Richardson, Michael J.",Scientific Reports (Nature Publisher Group),Scholarly Journals,,13,1,2023-01-01,2023,4992,,4992,20452322,,,ENG,"This study investigated the utility of supervised machine learning (SML) and explainable artificial intelligence (AI) techniques for modeling and understanding human decision-making during multiagent task performance. Long short-term memory (LSTM) networks were trained to predict the target selection decisions of expert and novice players completing a multiagent herding task. The results revealed that the trained LSTM models could not only accurately predict the target selection decisions of expert and novice players but that these predictions could be made at timescales that preceded a player’s conscious intent. Importantly, the models were also expertise specific, in that models trained to predict the target selection decisions of experts could not accurately predict the target selection decisions of novices (and vice versa). To understand what differentiated expert and novice target selection decisions, we employed the explainable-AI technique, SHapley Additive explanation (SHAP), to identify what informational features (variables) most influenced modelpredictions. The SHAP analysis revealed that experts were more reliant on information about target direction of heading and the location of coherders (i.e., other players) compared to novices. The implications and assumptions underlying the use of SML and explainable-AI techniques for investigating and understanding human decision-making are discussed.",https://www.proquest.com/docview/2791456878?accountid=15181&bdid=109693&_bd=tnRhkcPPxxH6k7cpFbL8FOTXvh8%3D,https://doi.org/10.1038/s41598-023-31807-1
Uncertainty in XAI: Human Perception and Modeling Approaches,,"Chiaburu, Teodor; Haußer, Frank; Bießmann, Felix; Bießmann, Felix",Machine Learning and Knowledge Extraction,Scholarly Journals,,6,2,2024-01-01,2024,1170,,,25044990,,,ENG,"Artificial Intelligence (AI) plays an increasingly integral role in decision-making processes. In order to foster trust in AI predictions, many approaches towards explainable AI (XAI) have been developed and evaluated. Surprisingly, one factor that is essential for trust has been underrepresented in XAI research so far: uncertainty, both with respect to how it is modeled in Machine Learning (ML) and XAI as well as how it is perceived by humans relying on AI assistance. This review paper provides an in-depth analysis of both aspects. We review established and recent methods to account for uncertainty in ML models and XAI approaches and we discuss empirical evidence on how model uncertainty is perceived by human users of XAI systems. We summarize the methodological advancements and limitations of methods and human perception. Finally, we discuss the implications of the current state of the art in model development and research on human perception. We believe highlighting the role of uncertainty in XAI will be helpful to both practitioners and researchers and could ultimately support more responsible use of AI in practical applications.",https://www.proquest.com/docview/3072381028?accountid=15181&bdid=109693&_bd=X01vRoCU0QDbC4xE%2BoaGnL9pbRs%3D,https://doi.org/10.3390/make6020055
